state,year,Yearly Unemployment Rate
arizona,1999,4.441666666666666
arizona,2000,3.9749999999999996
arizona,2001,4.7749999999999995
arizona,2002,6.1000000000000005
arizona,2003,5.766666666666667
arizona,2004,5.041666666666667
arizona,2005,4.666666666666667
arizona,2006,4.2250000000000005
arizona,2007,3.8249999999999997
arizona,2008,6.141666666666667
arizona,2009,9.924999999999999
arizona,2010,10.35
arizona,2011,9.5
arizona,2012,8.333333333333334
arizona,2013,7.741666666666667
arizona,2014,6.783333333333334
arizona,2015,6.041666666666667
arizona,2016,5.375
arizona,2017,4.858333333333333
arizona,2018,4.733333333333333
arkansas,1976,6.9750000000000005
arkansas,1977,6.45
arkansas,1978,6.191666666666666
arkansas,1979,6.208333333333333
arkansas,1980,7.558333333333333
arkansas,1981,8.758333333333333
arkansas,1982,9.9
arkansas,1983,9.825000000000001
arkansas,1984,8.733333333333333
arkansas,1985,8.683333333333332
arkansas,1986,8.558333333333334
arkansas,1987,8.108333333333333
arkansas,1988,7.6000000000000005
arkansas,1989,6.9750000000000005
arkansas,1990,6.908333333333334
arkansas,1991,7.425000000000001
arkansas,1992,7.091666666666666
arkansas,1993,6.141666666666667
arkansas,1994,5.375
arkansas,1995,4.8500000000000005
arkansas,1996,5.25
arkansas,1997,5.233333333333333
arkansas,1998,5.175
arkansas,1999,4.6
arkansas,2000,4.2749999999999995
arkansas,2001,4.95
arkansas,2002,5.4750000000000005
arkansas,2003,5.933333333333334
arkansas,2004,5.7
arkansas,2005,5.2250000000000005
arkansas,2006,5.175
arkansas,2007,5.3
arkansas,2008,5.5
arkansas,2009,7.825
arkansas,2010,8.191666666666666
arkansas,2011,8.291666666666666
arkansas,2012,7.574999999999999
arkansas,2013,7.216666666666666
arkansas,2014,6.0249999999999995
arkansas,2015,5.0249999999999995
arkansas,2016,3.9499999999999997
arkansas,2017,3.6666666666666665
arkansas,2018,3.6833333333333336
california,1976,9.108333333333333
california,1977,8.333333333333334
california,1978,7.158333333333334
california,1979,6.241666666666667
california,1980,6.8500000000000005
california,1981,7.383333333333333
california,1982,9.958333333333334
california,1983,9.808333333333334
california,1984,7.758333333333333
california,1985,7.175
california,1986,6.75
california,1987,5.808333333333334
california,1988,5.291666666666667
california,1989,5.125
california,1990,5.783333333333334
california,1991,7.716666666666666
california,1992,9.299999999999999
california,1993,9.483333333333333
california,1994,8.591666666666667
california,1995,7.858333333333333
california,1996,7.258333333333333
california,1997,6.358333333333333
california,1998,5.95
california,1999,5.233333333333333
california,2000,4.958333333333333
california,2001,5.433333333333334
california,2002,6.6499999999999995
california,2003,6.8
california,2004,6.208333333333333
california,2005,5.3999999999999995
california,2006,4.916666666666667
california,2007,5.375
california,2008,7.291666666666667
california,2009,11.141666666666666
california,2010,12.225
california,2011,11.708333333333334
california,2012,10.375
california,2013,8.941666666666666
california,2014,7.5
california,2015,6.2
california,2016,5.483333333333333
california,2017,4.7749999999999995
california,2018,4.208333333333333
colorado,1976,5.808333333333334
colorado,1977,6.366666666666667
colorado,1978,5.516666666666667
colorado,1979,4.741666666666666
colorado,1980,5.808333333333334
colorado,1981,5.733333333333333
colorado,1982,7.333333333333333
colorado,1983,7.108333333333333
colorado,1984,5.441666666666666
colorado,1985,6.075
colorado,1986,7.508333333333333
colorado,1987,7.533333333333334
colorado,1988,6.5
colorado,1989,5.633333333333333
colorado,1990,5.233333333333333
colorado,1991,5.258333333333334
colorado,1992,6.0
colorado,1993,5.325
colorado,1994,4.233333333333333
colorado,1995,4.008333333333334
colorado,1996,4.241666666666666
colorado,1997,3.4499999999999997
colorado,1998,3.6
colorado,1999,3.0749999999999997
colorado,2000,2.7583333333333333
colorado,2001,3.8166666666666664
colorado,2002,5.5249999999999995
colorado,2003,5.95
colorado,2004,5.4750000000000005
colorado,2005,5.0249999999999995
colorado,2006,4.308333333333334
colorado,2007,3.725
colorado,2008,4.8500000000000005
colorado,2009,7.3
colorado,2010,8.725
colorado,2011,8.358333333333333
colorado,2012,7.891666666666667
colorado,2013,6.8500000000000005
colorado,2014,5.0
colorado,2015,3.875
colorado,2016,3.275
colorado,2017,2.8083333333333336
colorado,2018,3.016666666666667
connecticut,1976,9.275
connecticut,1977,6.991666666666667
connecticut,1978,5.2250000000000005
connecticut,1979,5.1499999999999995
connecticut,1980,5.808333333333334
connecticut,1981,6.166666666666667
connecticut,1982,6.866666666666667
connecticut,1983,6.008333333333333
connecticut,1984,4.666666666666667
connecticut,1985,4.716666666666667
connecticut,1986,3.841666666666667
connecticut,1987,3.35
connecticut,1988,2.966666666666667
connecticut,1989,3.75
connecticut,1990,5.125
connecticut,1991,6.533333333333334
connecticut,1992,7.541666666666667
connecticut,1993,6.625
connecticut,1994,5.616666666666666
connecticut,1995,5.491666666666666
connecticut,1996,5.5
connecticut,1997,5.0
connecticut,1998,3.4416666666666664
connecticut,1999,2.875
connecticut,2000,2.408333333333333
connecticut,2001,3.1166666666666667
connecticut,2002,4.308333333333334
connecticut,2003,5.408333333333334
connecticut,2004,4.958333333333333
connecticut,2005,4.875
connecticut,2006,4.333333333333333
connecticut,2007,4.4750000000000005
connecticut,2008,5.666666666666667
connecticut,2009,7.925
connecticut,2010,9.133333333333333
connecticut,2011,8.825000000000001
connecticut,2012,8.35
connecticut,2013,7.808333333333334
connecticut,2014,6.616666666666667
connecticut,2015,5.733333333333333
connecticut,2016,5.166666666666667
connecticut,2017,4.666666666666667
connecticut,2018,4.3500000000000005
delaware,1976,8.816666666666666
delaware,1977,8.458333333333334
delaware,1978,7.408333333333334
delaware,1979,7.2
delaware,1980,7.608333333333333
delaware,1981,7.8500000000000005
delaware,1982,8.366666666666665
delaware,1983,7.741666666666667
delaware,1984,6.308333333333334
delaware,1985,5.141666666666667
delaware,1986,4.333333333333333
delaware,1987,3.1
delaware,1988,3.1333333333333333
delaware,1989,3.4916666666666667
delaware,1990,4.708333333333333
delaware,1991,6.208333333333333
delaware,1992,5.416666666666667
delaware,1993,5.058333333333334
delaware,1994,4.783333333333333
delaware,1995,4.325
delaware,1996,5.091666666666667
delaware,1997,4.008333333333334
delaware,1998,3.7083333333333335
delaware,1999,3.408333333333333
delaware,2000,3.7583333333333333
delaware,2001,3.4916666666666667
delaware,2002,4.016666666666667
delaware,2003,4.241666666666666
delaware,2004,3.9916666666666667
delaware,2005,4.141666666666667
delaware,2006,3.591666666666667
delaware,2007,3.4416666666666664
delaware,2008,4.966666666666667
delaware,2009,8.258333333333333
delaware,2010,8.416666666666666
delaware,2011,7.5
delaware,2012,7.208333333333333
delaware,2013,6.691666666666666
delaware,2014,5.716666666666666
delaware,2015,4.8500000000000005
delaware,2016,4.5249999999999995
delaware,2017,4.566666666666666
delaware,2018,4.041666666666667
district of columbia,1976,8.950000000000001
district of columbia,1977,9.183333333333334
district of columbia,1978,8.275
district of columbia,1979,7.0249999999999995
district of columbia,1980,7.366666666666667
district of columbia,1981,8.941666666666666
district of columbia,1982,10.441666666666666
district of columbia,1983,11.216666666666667
district of columbia,1984,9.174999999999999
district of columbia,1985,8.133333333333333
district of columbia,1986,7.533333333333334
district of columbia,1987,6.341666666666666
district of columbia,1988,5.033333333333333
district of columbia,1989,4.908333333333333
district of columbia,1990,6.266666666666667
district of columbia,1991,7.758333333333333
district of columbia,1992,8.608333333333333
district of columbia,1993,8.533333333333333
district of columbia,1994,7.966666666666666
district of columbia,1995,8.75
district of columbia,1996,8.416666666666666
district of columbia,1997,8.008333333333333
district of columbia,1998,8.408333333333333
district of columbia,1999,6.366666666666667
district of columbia,2000,5.6000000000000005
district of columbia,2001,6.358333333333333
district of columbia,2002,6.3999999999999995
district of columbia,2003,6.833333333333333
district of columbia,2004,7.783333333333332
district of columbia,2005,6.383333333333333
district of columbia,2006,5.791666666666667
district of columbia,2007,5.533333333333334
district of columbia,2008,6.441666666666666
district of columbia,2009,9.275
district of columbia,2010,9.408333333333333
district of columbia,2011,10.158333333333333
district of columbia,2012,9.041666666666666
district of columbia,2013,8.491666666666665
district of columbia,2014,7.766666666666667
district of columbia,2015,6.875
district of columbia,2016,6.108333333333333
district of columbia,2017,6.066666666666666
district of columbia,2018,5.625
florida,1976,9.108333333333333
florida,1977,8.174999999999999
florida,1978,6.708333333333333
florida,1979,5.95
florida,1980,6.091666666666668
florida,1981,6.6499999999999995
florida,1982,8.441666666666666
florida,1983,8.516666666666667
florida,1984,6.383333333333333
florida,1985,5.9750000000000005
florida,1986,5.8
florida,1987,5.308333333333334
florida,1988,5.125
florida,1989,5.566666666666666
florida,1990,6.125
florida,1991,7.541666666666667
florida,1992,8.233333333333333
florida,1993,7.125
florida,1994,6.425
florida,1995,5.516666666666667
florida,1996,5.166666666666667
florida,1997,4.791666666666667
florida,1998,4.316666666666666
florida,1999,3.875
florida,2000,3.716666666666667
florida,2001,4.633333333333334
florida,2002,5.641666666666667
florida,2003,5.2250000000000005
florida,2004,4.608333333333333
florida,2005,3.6833333333333336
florida,2006,3.2416666666666667
florida,2007,4.008333333333334
florida,2008,6.3
florida,2009,10.391666666666667
florida,2010,11.033333333333333
florida,2011,9.991666666666667
florida,2012,8.483333333333333
florida,2013,7.233333333333333
florida,2014,6.266666666666667
florida,2015,5.441666666666666
florida,2016,4.825
florida,2017,4.1499999999999995
florida,2018,3.6750000000000003
georgia,1976,8.158333333333333
georgia,1977,6.908333333333334
georgia,1978,5.733333333333333
georgia,1979,5.125
georgia,1980,6.3500000000000005
georgia,1981,6.366666666666667
georgia,1982,7.766666666666667
georgia,1983,7.75
georgia,1984,6.116666666666667
georgia,1985,6.408333333333334
georgia,1986,5.9750000000000005
georgia,1987,5.675
georgia,1988,5.7
georgia,1989,5.5
georgia,1990,5.466666666666666
georgia,1991,5.208333333333333
georgia,1992,6.891666666666667
georgia,1993,6.05
georgia,1994,5.208333333333333
georgia,1995,4.825
georgia,1996,4.683333333333333
georgia,1997,4.583333333333333
georgia,1998,4.283333333333333
georgia,1999,3.9166666666666665
georgia,2000,3.5833333333333335
georgia,2001,4.033333333333333
georgia,2002,5.0
georgia,2003,4.825
georgia,2004,4.758333333333334
georgia,2005,5.325
georgia,2006,4.7250000000000005
georgia,2007,4.541666666666667
georgia,2008,6.266666666666667
georgia,2009,9.933333333333334
georgia,2010,10.491666666666667
georgia,2011,10.233333333333334
georgia,2012,9.191666666666666
georgia,2013,8.200000000000001
georgia,2014,7.1000000000000005
georgia,2015,5.958333333333333
georgia,2016,5.366666666666667
georgia,2017,4.75
georgia,2018,4.0
hawaii,1976,9.391666666666667
hawaii,1977,7.825
hawaii,1978,7.108333333333333
hawaii,1979,6.083333333333333
hawaii,1980,5.058333333333334
hawaii,1981,5.425
hawaii,1982,6.316666666666666
hawaii,1983,6.166666666666667
hawaii,1984,5.675
hawaii,1985,5.391666666666667
hawaii,1986,4.7749999999999995
hawaii,1987,3.8166666666666664
hawaii,1988,3.1750000000000003
hawaii,1989,2.533333333333333
hawaii,1990,2.6833333333333336
hawaii,1991,2.875
hawaii,1992,4.333333333333333
hawaii,1993,4.508333333333334
hawaii,1994,5.508333333333333
hawaii,1995,5.875
hawaii,1996,6.258333333333333
hawaii,1997,6.233333333333333
hawaii,1998,6.091666666666666
hawaii,1999,5.3999999999999995
hawaii,2000,4.258333333333334
hawaii,2001,4.458333333333333
hawaii,2002,4.241666666666666
hawaii,2003,4.125
hawaii,2004,3.391666666666667
hawaii,2005,2.858333333333333
hawaii,2006,2.6416666666666666
hawaii,2007,2.775
hawaii,2008,4.325
hawaii,2009,7.125
hawaii,2010,6.95
hawaii,2011,6.8
hawaii,2012,6.008333333333333
hawaii,2013,4.883333333333334
hawaii,2014,4.3500000000000005
hawaii,2015,3.5666666666666664
hawaii,2016,2.9499999999999997
hawaii,2017,2.3583333333333334
hawaii,2018,2.1666666666666665
idaho,1976,5.575
idaho,1977,5.766666666666667
idaho,1978,5.458333333333333
idaho,1979,5.808333333333334
idaho,1980,7.5249999999999995
idaho,1981,7.7749999999999995
idaho,1982,9.908333333333333
idaho,1983,8.941666666666666
idaho,1984,7.325
idaho,1985,7.866666666666667
idaho,1986,8.433333333333334
idaho,1987,7.608333333333333
idaho,1988,6.041666666666667
idaho,1989,5.283333333333333
idaho,1990,5.541666666666667
idaho,1991,6.191666666666666
idaho,1992,6.358333333333333
idaho,1993,5.9750000000000005
idaho,1994,5.408333333333334
idaho,1995,5.416666666666667
idaho,1996,5.3
idaho,1997,5.141666666666667
idaho,1998,5.108333333333333
idaho,1999,4.8999999999999995
idaho,2000,4.7
idaho,2001,5.091666666666667
idaho,2002,5.533333333333334
idaho,2003,5.6000000000000005
idaho,2004,4.933333333333334
idaho,2005,4.033333333333333
idaho,2006,3.475
idaho,2007,3.0416666666666665
idaho,2008,5.141666666666667
idaho,2009,8.733333333333333
idaho,2010,8.966666666666667
idaho,2011,8.316666666666666
idaho,2012,7.2
idaho,2013,6.116666666666667
idaho,2014,4.866666666666666
idaho,2015,4.2250000000000005
idaho,2016,3.766666666666667
idaho,2017,3.1750000000000003
idaho,2018,2.8249999999999997
illinois,1976,6.575
illinois,1977,6.233333333333333
illinois,1978,5.958333333333333
illinois,1979,5.541666666666667
illinois,1980,8.166666666666666
illinois,1981,8.533333333333333
illinois,1982,11.358333333333334
illinois,1983,11.816666666666668
illinois,1984,9.033333333333333
illinois,1985,9.049999999999999
illinois,1986,8.291666666666666
illinois,1987,7.433333333333334
illinois,1988,6.658333333333334
illinois,1989,6.016666666666667
illinois,1990,6.191666666666666
illinois,1991,7.266666666666667
illinois,1992,7.916666666666667
illinois,1993,7.458333333333333
illinois,1994,5.75
illinois,1995,5.1499999999999995
illinois,1996,5.2749999999999995
illinois,1997,4.766666666666667
illinois,1998,4.425
illinois,1999,4.366666666666666
illinois,2000,4.333333333333333
illinois,2001,5.325
illinois,2002,6.533333333333332
illinois,2003,6.758333333333333
illinois,2004,6.191666666666666
illinois,2005,5.683333333333334
illinois,2006,4.566666666666666
illinois,2007,4.958333333333333
illinois,2008,6.308333333333334
illinois,2009,10.200000000000001
illinois,2010,10.366666666666667
illinois,2011,9.691666666666666
illinois,2012,8.991666666666667
illinois,2013,9.041666666666666
illinois,2014,7.1000000000000005
illinois,2015,5.966666666666666
illinois,2016,5.816666666666666
illinois,2017,4.9750000000000005
illinois,2018,4.3500000000000005
indiana,1976,6.016666666666667
indiana,1977,5.783333333333334
indiana,1978,5.583333333333333
indiana,1979,6.483333333333333
indiana,1980,9.674999999999999
indiana,1981,9.866666666666667
indiana,1982,11.966666666666667
indiana,1983,11.200000000000001
indiana,1984,8.541666666666666
indiana,1985,7.8
indiana,1986,6.875
indiana,1987,6.2250000000000005
indiana,1988,5.233333333333333
indiana,1989,4.841666666666667
indiana,1990,5.3
indiana,1991,5.966666666666666
indiana,1992,6.558333333333334
indiana,1993,5.3999999999999995
indiana,1994,4.8500000000000005
indiana,1995,4.608333333333333
indiana,1996,4.058333333333334
indiana,1997,3.4916666666666667
indiana,1998,3.0833333333333335
indiana,1999,3.0416666666666665
indiana,2000,3.141666666666667
indiana,2001,4.233333333333333
indiana,2002,5.191666666666666
indiana,2003,5.3
indiana,2004,5.358333333333333
indiana,2005,5.466666666666666
indiana,2006,5.083333333333333
indiana,2007,4.558333333333334
indiana,2008,5.916666666666667
indiana,2009,10.291666666666666
indiana,2010,10.341666666666667
indiana,2011,9.108333333333333
indiana,2012,8.35
indiana,2013,7.633333333333333
indiana,2014,5.958333333333333
indiana,2015,4.841666666666667
indiana,2016,4.425
indiana,2017,3.5500000000000003
indiana,2018,3.375
iowa,1976,3.983333333333333
iowa,1977,3.8833333333333333
iowa,1978,3.85
iowa,1979,4.216666666666666
iowa,1980,6.041666666666667
iowa,1981,6.575
iowa,1982,8.508333333333333
iowa,1983,8.125
iowa,1984,6.983333333333333
iowa,1985,7.45
iowa,1986,6.75
iowa,1987,5.483333333333333
iowa,1988,4.5
iowa,1989,4.191666666666666
iowa,1990,4.416666666666667
iowa,1991,4.658333333333333
iowa,1992,4.466666666666667
iowa,1993,4.058333333333334
iowa,1994,3.5
iowa,1995,3.4583333333333335
iowa,1996,3.525
iowa,1997,3.108333333333333
iowa,1998,2.7416666666666667
iowa,1999,2.591666666666667
iowa,2000,2.625
iowa,2001,3.3249999999999997
iowa,2002,4.008333333333334
iowa,2003,4.491666666666666
iowa,2004,4.491666666666666
iowa,2005,4.25
iowa,2006,3.6999999999999997
iowa,2007,3.7000000000000006
iowa,2008,4.233333333333333
iowa,2009,6.391666666666667
iowa,2010,6.008333333333333
iowa,2011,5.5249999999999995
iowa,2012,5.033333333333333
iowa,2013,4.733333333333333
iowa,2014,4.241666666666666
iowa,2015,3.775
iowa,2016,3.608333333333334
iowa,2017,3.1333333333333333
iowa,2018,2.6333333333333333
kansas,1976,4.208333333333333
kansas,1977,3.9166666666666665
kansas,1978,3.1166666666666667
kansas,1979,3.233333333333333
kansas,1980,4.433333333333333
kansas,1981,4.308333333333334
kansas,1982,6.266666666666667
kansas,1983,5.858333333333333
kansas,1984,4.925
kansas,1985,5.075
kansas,1986,5.3500000000000005
kansas,1987,4.825
kansas,1988,4.5249999999999995
kansas,1989,4.175
kansas,1990,4.316666666666666
kansas,1991,4.408333333333333
kansas,1992,4.491666666666666
kansas,1993,4.966666666666667
kansas,1994,4.891666666666667
kansas,1995,4.416666666666667
kansas,1996,4.241666666666666
kansas,1997,3.7583333333333333
kansas,1998,3.525
kansas,1999,3.266666666666667
kansas,2000,3.608333333333333
kansas,2001,4.208333333333333
kansas,2002,5.058333333333333
kansas,2003,5.508333333333333
kansas,2004,5.45
kansas,2005,5.008333333333334
kansas,2006,4.391666666666667
kansas,2007,4.241666666666666
kansas,2008,4.625
kansas,2009,6.866666666666667
kansas,2010,7.058333333333334
kansas,2011,6.491666666666667
kansas,2012,5.733333333333333
kansas,2013,5.308333333333334
kansas,2014,4.533333333333333
kansas,2015,4.1499999999999995
kansas,2016,4.033333333333333
kansas,2017,3.625
kansas,2018,3.358333333333333
kentucky,1976,5.383333333333333
kentucky,1977,4.866666666666666
kentucky,1978,5.108333333333333
kentucky,1979,5.541666666666667
kentucky,1980,7.941666666666666
kentucky,1981,8.591666666666667
kentucky,1982,10.816666666666668
kentucky,1983,11.416666666666666
kentucky,1984,9.291666666666666
kentucky,1985,9.200000000000001
kentucky,1986,9.383333333333333
kentucky,1987,8.466666666666667
kentucky,1988,7.6000000000000005
kentucky,1989,6.358333333333333
kentucky,1990,5.983333333333333
kentucky,1991,7.291666666666667
kentucky,1992,6.858333333333333
kentucky,1993,6.258333333333333
kentucky,1994,5.375
kentucky,1995,5.408333333333334
kentucky,1996,5.45
kentucky,1997,5.341666666666666
kentucky,1998,4.6
kentucky,1999,4.5
kentucky,2000,4.166666666666667
kentucky,2001,5.158333333333333
kentucky,2002,5.683333333333334
kentucky,2003,6.133333333333333
kentucky,2004,5.408333333333334
kentucky,2005,5.866666666666667
kentucky,2006,5.733333333333333
kentucky,2007,5.375
kentucky,2008,6.466666666666666
kentucky,2009,10.333333333333334
kentucky,2010,10.166666666666666
kentucky,2011,9.375
kentucky,2012,8.166666666666666
kentucky,2013,8.016666666666667
kentucky,2014,6.458333333333333
kentucky,2015,5.291666666666667
kentucky,2016,5.1499999999999995
kentucky,2017,4.925
kentucky,2018,4.2749999999999995
louisiana,1976,6.716666666666666
louisiana,1977,7.066666666666666
louisiana,1978,6.791666666666667
louisiana,1979,6.6000000000000005
louisiana,1980,6.8500000000000005
louisiana,1981,8.383333333333333
louisiana,1982,10.275
louisiana,1983,11.516666666666666
louisiana,1984,10.066666666666666
louisiana,1985,11.549999999999999
louisiana,1986,12.733333333333334
louisiana,1987,12.116666666666667
louisiana,1988,10.85
louisiana,1989,7.941666666666666
louisiana,1990,6.191666666666666
louisiana,1991,7.291666666666667
louisiana,1992,8.025
louisiana,1993,7.641666666666667
louisiana,1994,7.841666666666666
louisiana,1995,6.983333333333333
louisiana,1996,6.6000000000000005
louisiana,1997,6.0
louisiana,1998,5.691666666666666
louisiana,1999,5.075
louisiana,2000,5.3
louisiana,2001,5.741666666666667
louisiana,2002,6.158333333333334
louisiana,2003,6.425
louisiana,2004,5.916666666666667
louisiana,2005,7.125
louisiana,2006,4.425
louisiana,2007,4.241666666666666
louisiana,2008,4.925
louisiana,2009,6.825
louisiana,2010,7.95
louisiana,2011,7.833333333333333
louisiana,2012,7.091666666666666
louisiana,2013,6.675
louisiana,2014,6.383333333333333
louisiana,2015,6.333333333333333
louisiana,2016,6.058333333333334
louisiana,2017,5.1499999999999995
louisiana,2018,4.758333333333334
maine,1976,8.674999999999999
maine,1977,8.241666666666667
maine,1978,6.416666666666667
maine,1979,6.791666666666667
maine,1980,7.625
maine,1981,7.3500000000000005
maine,1982,8.375
maine,1983,8.283333333333333
maine,1984,6.233333333333333
maine,1985,5.4750000000000005
maine,1986,5.2749999999999995
maine,1987,4.375
maine,1988,3.641666666666667
maine,1989,4.05
maine,1990,5.341666666666666
maine,1991,7.566666666666666
maine,1992,7.2749999999999995
maine,1993,7.25
maine,1994,6.991666666666667
maine,1995,5.933333333333334
maine,1996,5.208333333333333
maine,1997,5.025
maine,1998,4.5
maine,1999,3.9416666666666664
maine,2000,3.358333333333333
maine,2001,3.8249999999999997
maine,2002,4.3500000000000005
maine,2003,4.958333333333333
maine,2004,4.641666666666667
maine,2005,4.875
maine,2006,4.566666666666666
maine,2007,4.683333333333334
maine,2008,5.516666666666667
maine,2009,8.083333333333334
maine,2010,8.125
maine,2011,7.891666666666667
maine,2012,7.466666666666666
maine,2013,6.6499999999999995
maine,2014,5.633333333333333
maine,2015,4.375
maine,2016,3.783333333333333
maine,2017,3.3166666666666664
maine,2018,3.0583333333333336
maryland,1976,6.6499999999999995
maryland,1977,6.25
maryland,1978,5.5249999999999995
maryland,1979,5.7749999999999995
maryland,1980,6.575
maryland,1981,7.258333333333333
maryland,1982,8.283333333333333
maryland,1983,6.991666666666667
maryland,1984,5.358333333333333
maryland,1985,4.6000000000000005
maryland,1986,4.55
maryland,1987,4.366666666666666
maryland,1988,4.241666666666666
maryland,1989,3.8166666666666664
maryland,1990,4.458333333333333
maryland,1991,6.108333333333333
maryland,1992,6.7749999999999995
maryland,1993,6.183333333333334
maryland,1994,5.258333333333334
maryland,1995,5.041666666666667
maryland,1996,5.033333333333333
maryland,1997,4.95
maryland,1998,4.391666666666667
maryland,1999,3.5583333333333336
maryland,2000,3.5833333333333335
maryland,2001,4.008333333333334
maryland,2002,4.433333333333334
maryland,2003,4.425
maryland,2004,4.241666666666666
maryland,2005,4.125
maryland,2006,3.8666666666666667
maryland,2007,3.4499999999999997
maryland,2008,4.25
maryland,2009,7.016666666666667
maryland,2010,7.6499999999999995
maryland,2011,7.25
maryland,2012,6.966666666666666
maryland,2013,6.566666666666666
maryland,2014,5.808333333333334
maryland,2015,5.075
maryland,2016,4.433333333333334
maryland,2017,4.125
maryland,2018,4.183333333333333
massachusetts,1976,9.566666666666666
massachusetts,1977,7.7749999999999995
massachusetts,1978,6.216666666666666
massachusetts,1979,5.491666666666667
massachusetts,1980,5.6499999999999995
massachusetts,1981,6.466666666666666
massachusetts,1982,7.708333333333333
massachusetts,1983,6.766666666666667
massachusetts,1984,4.7749999999999995
massachusetts,1985,3.966666666666667
massachusetts,1986,3.908333333333333
massachusetts,1987,3.2416666666666667
massachusetts,1988,3.2583333333333333
massachusetts,1989,4.141666666666667
massachusetts,1990,6.3
massachusetts,1991,8.616666666666667
massachusetts,1992,8.458333333333334
massachusetts,1993,6.991666666666667
massachusetts,1994,6.0249999999999995
massachusetts,1995,5.283333333333333
massachusetts,1996,4.441666666666666
massachusetts,1997,3.9166666666666665
massachusetts,1998,3.2916666666666665
massachusetts,1999,3.1750000000000003
massachusetts,2000,2.7083333333333335
massachusetts,2001,3.725
massachusetts,2002,5.258333333333334
massachusetts,2003,5.716666666666666
massachusetts,2004,5.141666666666667
massachusetts,2005,4.8500000000000005
massachusetts,2006,4.891666666666667
massachusetts,2007,4.6
massachusetts,2008,5.55
massachusetts,2009,8.1
massachusetts,2010,8.291666666666666
massachusetts,2011,7.241666666666667
massachusetts,2012,6.658333333333334
massachusetts,2013,6.716666666666666
massachusetts,2014,5.741666666666667
massachusetts,2015,4.791666666666667
massachusetts,2016,3.891666666666667
massachusetts,2017,3.716666666666667
massachusetts,2018,3.5
michigan,1976,9.4
michigan,1977,8.216666666666667
michigan,1978,6.958333333333333
michigan,1979,7.808333333333334
michigan,1980,12.35
michigan,1981,12.391666666666666
michigan,1982,15.333333333333334
michigan,1983,14.4
michigan,1984,11.200000000000001
michigan,1985,9.950000000000001
michigan,1986,8.825000000000001
